review,general
kecewa snack air mineral sponsor airy untuk customer mesan kamar maksimal orang handuk hanya harus sesuai atur tera aplikasi walaupun guest house layan sangat minimal shower air panas tidak fungsi baik hapus layan cantum di aplikasi,neg
staff ramah kamar bnyk nyamuk air mati ac tdk dingin ada perkakas tamu sblmnya yg tdk bersih dg detail,neg
lampu kurang terang lantai kamar seperti pel moga jadi lebih baik terima kasih,neg
kemaren kunci nya rusak jd kalo masuksusah buka nya wc nya kemaren kotor,neut
kamar mandi kurang bersih lebih oke,neg
tempat nyaman bersih walaupun lemari nya sedikit bau tp over all is,pos
kamar bagus pertama kali pakai airy nyata dapet toolkit snack cuma wifi hotel tdk connectoverall bagus diskon,pos
karyawannya ramah cuman waktu ci kamar sy di ser property airy tlf baru fo ny sadar klu sy ci lewat airy padahal sdh ikan fouchernyaket airynya air panasdingin ketika mandi ada cmn air dingin sy konfrmasi kata cmn kamar standar jadi ga punya air panas brti ket hotelx boong,neut
wifi kurang kencang,neg
kamar air panas kurang panas sarap bahkan flight pagi saya satu jam tuju bandara sarap siap tv burem but over all,neg
semua baik lokasi tengah kota perlu baik kait layan sedia sarap turun jam kurang nasgo abis roti tak serta meja kotor kpelayan rangkap resepsionis lift alas yg benar mati padahal tdk baik shg yg kilir ortu th via tangga,neg
bersih nyaman inap lebih dua malam snack minum beri hari pertama check in padahal kan bayar sama harga minta minum kena charge pikir dapat kan hari di hotel,pos
inap seram bau kamar mandi ada air panas ada keran toilet lift mati resepsionis kurang ramah sesuai deskripsi,neg
pesan kamar salah satu kamar sesuai pesan harus ac cuma kasi kasur standar airyroom kamar mandi bau toilet bocor seprai kurang bersih lokasi bagus tidak jauh pusat kota,neg
fasilitas baik kurang bersih lantai banyak debu rambut lebih oke,neg
layan baik tempat nyaman bersih hanha wifi sering ganggu overall nya sangay nyaman bersih,pos
kamar sangat nyaman dapat balkon handuk sgt kecil waktu inap betul tv sedang off resepsionist pria kurang senyum,neg
kamar bau selokan kamar mandibanyak nyamuknyapagi air utk mandi sangat kecil jadi hrs nunggu siang utk mandi,neut
bersih kurang di kamar mandi nya,neg
suasana rumah nenek cukup nyaman sayang channel tvnya jelek ada kecoa kelabang di kamar mandi mgkn tamu masuk disemmprot anti serangga dulu,neg
senang didlm kamar nyata snack kamar nyaman saja gambar televisi ada yg bagus colok usb fungsi sarap enak,neg
staff cuek,neut
proses checkin lama pdhal sdh jam banding airy yg pernah sy kunjung sini yg tdk atribut airy sperti bantal toilet kit sini jg tdk disdiakan snack dlm box sperti kmar airy yg prnah sy psan sbelumnya layar tv jernih,neg
hotel kurang bersih tugas hotel jg kurang ramah,neg
so far sebenernya nyaman layan bagus kok sarung bantal sama selimut kayak ga cuci,pos
kamar lihat awat kurang bersih,neg
kecewa cuma tahan jam hotel kran kamar mandi karat handuk bau kamar debu ac bocor isi kamar basah bocor sangat parah deposit nya rb hotel sama kos kos an wifi sangat lemah jadi sa,neut
smuanya baik sy suami suka skali saja wifinya gak dpkai sama skali reconnecting terus,pos
ac dinginair sower kecil,neg
sprei kotor noda seperti ganti laci bnyak puntung rokok ada sajadah,neg
ada sabun maupun snack airy room,neg
kurang snack ajaaa,neg
waktu check in harus tunggu lama hampir jam kamar ac tidak dingin kamar tiba kamar mau buka luar karyawan hotel yg nyata double booking salah hotel,neg
semuacumak satu krgnya selimut bau,neut
kamar panas meski ac proses check in lancar tepat dg jaga inap sedang ada rumah,neg
lengkap mandi adapelayanan kurang baikkami sangat kecewa,neg
banyak bantal semua bau arus tibatiba off kan ac mati jadi gerah stop kontak titik ruang lumayan luas kurang saran tingkat bersih terima kasih,neg
bersihnyaman utk stay for a whilecuma air panas lamamgkn krn bnyk yg pakaiover all bagus,neg
semua oke saja ac kurang dingin terima kasih,neg
snack siap di kamar tidak tanda kamar airy pd umum,neg
bersih kurang tlg perhati lg better lah harga segitu jangkau,neg
kamar mandi kotor,neut
suka konsep hotel minimal bersih staf ramah overall mantapp saja sinyal wifi sampai kamar,neg
lumayan sesuai harga layan baik air panas tdk fungsi wifi sering hilang lantai kamar basah kalo hujan keras,pos
harga lumayan tpi kamar sangat nyamankaca gak air panas gak kamar mandi kurang tempat sampah gak,neg
kamar mandi sempit tak wastafel pagar buka tutup sendiri dapur tukar kamar tahu bau rokok,neut
closet nya rusak kamar mandi bersih lemari jamur bersih alas tempat tidur kotor banyak nyamuk,neg
air panas mati posisi hotel jauh kota,neut
dapat kamar kotor bersihtidak sesuai yang dipotokeran air bocorpada bfast hari waiternya jutek tidak ramah sekalipun minta untuk order air panas buat termos susu malah tolak order tsb,neg
pintu kamar mandi nya jelek ruang bauk,neg
lumayan bagustenang istirahatpelayanannya harap tingkat check kamar dipake custkeset sama tempat sampah minta dulu baru sedia,neg
bagus semua tv nya ngk jelas,neg
ac dingin gak usaha lanjut karyawan bersih sangat sangat kurang baru kali kecewa pake airy,neg
kamar kurang bersih dinding kamar kusam jadi kesan nyaman lokasi strategis ada pusat kota dekat pusat kuliner,neg
air kamar mati mandi kamar tugas malam kurang ramah tidak ringan tangan,neg
air shower ny panas nya gak atur overall untuk harga segitu,neut
lumayan buat budget segitu layan ramah kasih bintang lah cuma kamar mandi nya aja gak blower jadi bau,neut
you get what you paid harga total kamar malam cuma rban pake promo airy daerah kemang lokasi oke deket kemang kamar lumayan besar tp sesuai foto bangun rumah ukur kamar berbedabeda kolam renang oke tidak ada air panas mandi wifi nya ngga jalan pdhl username password dah benar,neg
kamar lumayan besar ac kurang dingin air toilet mampet,neg
inap sesuai foto bangun kamar tampak tua shower kamar mandi yg rusak lantai kotor debu dimanamana jadi tidak inap sini perhati,neg
ac panas,neut
kamar tdk sesuai yg foto nyata sempit banget posisi wastefel jg dlm kmrmandi di gmbar posisi wastafel di luar kamar mandi sempit pas nyalain air dri shower malah mentok tmbok kamar asbes jdi td kedap sura brisik klo yg ngobrol dri luar staf jutek kecewa,neg
terlalu rame resepsionis nya judes baik yg tua maupun yg muda wifi susah nyantol so far fasilitas kamar lumayan lah,pos
handuk kotor layan sopan sama sekali nyaman,neg
kamar bau apek lembab toilet plafon jamur lubang gelas buat minum lantai kotot tdk cukup cukup sekali nginap sana apa guna airy tdk bs keep standard,neut
chek in nya lama skali tunggu nyashower nya gk keluar air panas tp overall good lha lokasi tmpt makan,neg
air panas ga fungsi kamar rapikamar mandi kurang bersih,neg
very nicetapi bnyk rambut,neut
ada kerja interior kondisi toilet basah lantai kamar kurang bersih sprei banyak jumpa bulu rambut,neg
lokasi strategis mudah temu kamar nyaman fasilitas wifi sangat kurang jenis makan,neg
tingkat layan bidang bersih kamar,neg
biasa standard airy cukup bagus kunjung kamar perlu sedikit improve standar bersih cahaya mungkin sedikit lebih terang ada teknologi lampu led murah tingkat occupansi ngga spoky kamar sih luas perlu peremajaanmau lihat kamar silah lihat youtube alfalegro jalan jalan,neg
ac gak dingin kamar mandi kurang bersih,neg
sya puas inap hotel dari segi harga sangat jangkau acbagus aman bagus bersih bagus hanya air panas gak panas,neg
inap hari tp rasa cuma hari kamar bersih padahal gantung tulis bersih kamar toiletries cuma handuk cuma pasang remot ac baterai cuma jadi mesti ganti remot tv kalau mau ubah suhu kamar belah sangat ribut mungkin renovasi ada tamu jd sangat ganggu,neg
ac bocor kurang bersih kamar sempit tlg baik,neg
seprai dn handuk kotor lantai kurang bersih gaada sofa sprti gambar,neg
receiptonist ilangan atur terlalu byk serta denda proses check in check out ribet atur byk kamar bersih tp ac nya gk dingin,neg
pegawai kurang ramah yg nyaman jadi ganyaman,neg
snack airy checkout sarap nasi kotak lantai kamar mandi licin kamar bau,neut
kamar semut kamar mandi masalah buang air mampetsehingga air luber luar kamar,neut
moga bersih kamar mandi lebih tingkat lebih muas tetap dingin gak pake ac manthab terimakasih,neg
lumayan tp sprei nya bau pesing kurang bersih,neg
kamar sangan bersih kamar mandi bersih alat mandi lengkap tp kurang puas karna hordeng jendela tutup rapat liat luar ga dapei air mineral perlu beli luar yg parah ga bisa di pake wifi nya,neg
bagus nyaman selimut rontok jadi nempel baju overall,pos
baru coba airy room yg pertama kalisprei sarung bantal bekas pakai blm cuci bau iler lubang septic tank entah lubang apa letak bawah kasur tp bau kaya septic tank mudah kali dpt yg lebih baik kondisi harga murah tp ttp layak utama,pos
internet mati handuk bau,neut
kecewa layan bagus bahkan ramah hotel tua makan enak sama sekali m,neg
bantal selimut kurang bersih bau apek,neg
kurang bersih tv nya rusak semua,neg
kamar terlalu sederhana makan sarap pagi enak layan kurang tempat makan kurang nyaman,neg
kain kasur lama malam inap pernah ganti asuh kurang dingin,neg
hotel kotor,neut
kamar bersih rapi fasilitas hanya ac tidak dingin walaupun di setting suhu rendah fan jetfan mohon baik overall terima kasih,neg
banyak nyamuk kmr bau apek no wifi at room lt,neut
segi kamar cukup baik bersih nyaman utk ac nya berisik yg utama utk kamar mandi air jadi banjir apa bila mandi buang nya tdk sempurna hampir masuk ruang kamar juga licin tdk nyaman sekali utk makan tdk enak tdk variasi,pos
kamar sempiiiiiit bau rokok sangat sengat kotor ac bocor wc mampet cukup sekali umur hidup nginap sini paraaaaaah,neut
sangat kecewa receptionis marah orang tua sopan jelas service room ada room bau paksa bayar lebih pindah room disappointed,neg
yah benar ga harap bagaimana soal memang sesuai harga sih yang bikin kesel kamar mandi jorok sekali handuk bekas orang inap masih bau pesing,neut
hotel strategis kmr bersih hotel perlu renovasi krn dinding kmr kotor sekali tembok cat uda ngelupas spt tak awat,neut
ac dinginbocor stop kontak ada arus listrik tidak cas hp malam dengar suara tikus lari atas plafon kamar handuk sedia,neg
ac kurang dingin kondisi lantai kamar mulai gelombang,neg
kamar ac nya dingin,neg
kamar luasss bersih so so karena besar kamar nyaman bgt,pos
kamar bocor layan kurang baik beberapa jaga kurang sopan buat jadi nyaman lumayan kalau buat budget hotel,neg
kamar rapih bersih wangi wifi sampai kamar air kurang hangat keran shower bocor mohon tingkat,neg
kamar ada foto kotor pintu seperti kamar kosan,neg
lantai kurang bersih ga kasih tisu perlu tingkat bersih biar lebih nyaman lokasi strategis tengah kota,neg
nyaman ruang bersih luas saja wifi jalan alias lelet,neg
water heater kurang panas,neg
bagus saja air panas kurang masih asa dingiiiiiiin euy utk tmpat tidur sih bagus nyaman,neg
ac kurang dingin mungkin udh tua kalibya efek kamar jadi bau sedap lebih sih,neg
ga bangetkamarnya banyak sawang bedebulamou kamar mandi mmatikamar mandi ga bersih parah deh,neut
suai lah dg harga cuma mohon handuk ganti yg baru krn handuk tipis bgt,neut
kamar baukotorac gak dingin,neut
seluruh tempat nya nyaman tv di kamar ada sinyal,neg
kurang nyaman sempit terlalu bersih sprei nya kusam,neg
pelan kurang maximal lift mati wifi mati ada petir,neg
pintu kamar bekas congkel kamar mandi kurang bersih lemari baju tutup lepas lampu kamar cuma remang,neg
vs kurang ramah,neg
kamar nyaman full ac tv nyala meski tdk semua chanel kamar mandi bersih layan ramah delat sm tempat makan tp kadang suka mati tiba listrik overall is good thankyou,pos
koneksi internet perlu baik kamar tidak masuk wifi,neg
sprei bekas mens wanita harap ganti,neut
overall everything was good before i took a bath showernya rusak bisa keluar air baik kasur cukup nyaman bantal terlalu tipis kurang nyaman ac kurang dingin but the price is affordable enough thx airy,neg
pintu toilet rusak kaca jendela rusak tv layak handuk kecil usang seprei usang air wc,neg
layan kurang muas hari beri snack lengkap mandi airy kamar jg sesuai yg gambar,neg
airy nya bagus cuman hotel gajah mada nya yg tua kamar mandi bau banyak debu jadi tida,pos
kamar lokasi oke channel tv sucks isi cuma iklan bahkan channel lokal sedia staff jg baik jgn rokok dalam krna bau rokok masuk kamar tqyu,neg
bagus ga sinyal dalam kamar wifi ga sampek nyaman layan cukup,pos
kotor,neut
kamar siap keset tempat sampah handuk ganti kamar gelap kurang bersih lantai sprei kamar mandi air genang cukup lama kait shower rusak harus pegang tangan lokasi dekat cgv,neg
lokasi sangat dekat pasar strategis hotel kurang bersih kamar mandi ulat kecil kecil seperti lubang air siram bersih beberapa jam kemudian lagi kamar kurang bersih layan cukup cepat jk minta bantu,neg
mantap ac kurang dingin,neg
toilets kotor n g jln pool kotor sekli kayak kolam ikan wifi g tlp g bs d pakek all is bad,neut
kamar kotor bau ad bekas handuk orng kamar gavdi bersihin banyak kecoa nyamuk ranjang kotor sen yg ranjang besar kasih twin bed kamar mandi jorok ad bekas darah orang susah sinyal ke cafe baru dpet wifi sry jujur aja bukan buattq,neut
kamar sih bersih lmayan lah buat rban cman kamar mandi sempit bgt bapak bapak jaga kurang ramah mnurutku low budget oke pokok,neg
hotel bagus lebih ekspetasi wifinya jelek,neg
sarap variatif enak pegawai ramah cuma kondisi kamar krg perhati banyak coret dinding sprei handuk tiap hari ganti,neg
kamar mandi bau air kecil,neut
ada nuansa airy room nya tempat air minum gelas bukan botol lengkap mandi makan minta di ingat sarap layan sangat jelek thanks,neg
wifi kurang stabil untuk seluruh,neg
yg kesan ukur kamar besar yg perlu diperbaikin salur tank closet pipa rusak service layan lebih tingkat,neg
kamar cukup nyaman walaupun dpt kamar lt tidak lift dugas yg cowok jutekkonfirmasi earlu cek in tp di inap tyt tdk bs,neg
cukup syekali selimut bau bikin gak nyaman tidur yah sesuai harga lah,pos
ac dinginselimut sprei gatal tahun ganti,neg
ac kurang dingin,neg
hotel gelap kamar kotor bau bau bangkai tikus ada kecoak sepraynya koto,neg
kamar di desain gambar seprai selimut kusam noda nyaman lihat snack alat mandi ada tamu datang receptionist nya ramah,neg
ac dingin sangat kurang nyaman,neg
kondisi kamar mandi kurang bagus air lengket mungkin bangun lama mohon tingkat bersih kamar lebih oke terima kasih,neg
wkt prtama kali msk lantai basah bgt padahal checkin sore jam set trs wkt msk toilet nyalain showernya buang air kcl ga nyalamalah bocor mana kena celana kemudian gakdapet anduk selimut tv nya jg burem banyak semut kecewa,neut
kamar mandi kotor bed cover kotor bekas rambut sarung bantal padahal baru masuk arti spreibed cover ganti ada tempat sampah dalam kamar luar kamar selang shower bocor banyak rambut rontok salur air arti bersih kami masuk tempat tidur atas lantai sangat debu atap di atas kasur bawah banyak sawang macam sarang laba sangat parah payah lepas tarif hemat bersih sama sekali jadi prioritas hotel,neg
shower nya salah warna dingin jadi panas panas jadi dingin,neut
sangat kotor bau sampah sengat,neut
kamar lumaya acc sangat kecewa ada dingin nya sama sekali,neg
lokasi nya masuk belakang ruko saya dsana jam pintu sdh tutup n perlu telepon operator hotel kamar kondisi kurang baik ruang bau habis pakai handuk beranta sabun mandi habis pakai tempat tidur acak acak n penuh rambut atas nya wc mampet fungsi kaos kaki laci lemari kamar debu untung wifi ac ruang terlalu sumpek,neg
kamar nya luas bersih nyaman saja wifi perlu baik serig putus,pos
tempat bersih dekat tempat makan cuman layan pegawai kurang nyaman,neg
air panas sering alir,neg
kamar jadul panas ac ga dingin suara pompa nonstop,neut
nyamuk banyak sekaliberisikkamar sesuai gambarcuma sedia sabun batangankasur kotorlantai kaya rumah semut selimut kecil tipis,neg
hotel tengah kota mudah dlditemukan dekat pusat toko belanja banyak dagang makan minimarket kamar bersih ac dingin handuk bersih selalu sedia alat mandi airy room snack kurang selimut yg kurang tebal sprei dua kamar mandi kurang bersih cukup baik,neg
wifinya zonk abis suka ilang malah suka gak dapet sinyal hp no servicexl simpati bar makan biasa aja lebih buat kasur kamar mandi okesip,neut
cuma air kurang lancar ac kurang dingin,neg
bau kamar,neut
x inap sini kali dpt kamar yg kurang bersih kloset jg ga bersih bedny asa per nya tempat sampah rusak sampe showerpun macet air cuman layan ttp ramah,neg
ruh cukup baik dgn harga promo yg sangat murah tp kamar sempit properti agak usang,pos
kamar bagus rapi kurang wangi,neg
datang jam siang tidak cek in kamar kotor hotel ramai jorok,neg
bersih kamar mandi banyak rambut air nya bau sedia lengkap mandi ada,neg
ktnya hot showernya nyata gk d buat kasih air minum tpi nyata enggak mohon d baik thx,neg
hotel nyaman sayang yg ngejagain pergipergian mulu terus kamar mandi ga bersih,pos
bisingkurang bersih,neg
air asin ac dingin suara berisik,neg
sarap sangat kurang service baik,neg
harga fasilitas dik sangat sesuai pas chekin handuk minta dulu baru ada dan bersih sungguh jauh kata bersih standar hotel banyak sekali debu pas buka gorden lihat debu seperti berbulanbulan bersih kamar mandi bau sedap,neg
overall enak nyaman cuman ac perbaikin dong kurang dingin,neg
bersih nyaman servis bagus internet lot,pos
tulis dapet sarap nyata gadapet dpet kamar pling pojok yg pisah sendiri kotor jorok debu,neut
lumayan ayem sayang acnya banyak yg rusak jadi kurang dingin,neg
toilet bau mgkn mslh pd salur buang sprei selimut kotor minta ganti tp ada hk malam batu resepsionis masak lapis pagi pagi kaki dna tangan gatal gatal bentol bentol seperti tungau not recommended,neg
plus kamar besar harga murah kulkas ranjang bagus minus wifi bisa konek pas kamar salur tv tak bagus remote tak baterai nilai,neg
air panas terlalu panas,neg
kotor,neut
receptionistnya baru bangun layan kurang ramah sana kamar siap padahal udah jauh banget jam check in terus ac ga nyala harus nunggu waktu check out kecewa tidak inap hotel lagi,neg
kursi bisa pakai malah jadi ganjal meja toilet becek ac berisik kolong kasur kotor banyak sampah,neg
bagus kurang ramah aja tugas nya,neg
kamar oke ruang smooking area parkir lumayan aman air mineral dalam kamar pagi hari breakfast gratis cuma seperti iklan ada snack,neg
kecewa ada air panas hot shower yg janji airyrooms bisa mandi malam ada pemberitahuan minta maaf belum baik resepsionis maupun housekeeping water heater sedang rusak skor buruk deh kecewa,neg
hotel d area sawah bagus buat yg mau cari tenang fasilitas lengkap tp kotor banyak kerak debu d kamar n kamar mandi coba maklum karna sedang renovasi,neg
thanksatas ramah nyakebersihn tlg tingkat huni kamar banyak yg sngt berisik sekali,neg
kotor seperti airy mutiaraclosetnya rusakair panas adakamar banyak debu,neg
wifi lebih baik jangkau kamar lain fasilitas baik,neg
kloset kamar mandi kurang bersihdan air panas panas bahkan kalau pagi air dingin,neg
kamar sangat kotor lantai sprei banyak noda kamar mandi spooky handuk kumal staffnya ramah,neg
lumayan bersih nyaman cuma showernya rusak air di setel hangat keluar panas bentar kemudian dingin panas dst,pos
cukup bersih masih beberapa bagi yg,neut
baju hilang ga tanggung jawab sariah tp curi nya layan buruk,neg
sprei kusam kasur pakai sprei di sambung selimut tua banyak sobek kloset kotor westafel macet banyak kecoanya kasur banyak kutu pagi sampe sore berisik lantai atas,neut
toilet kotor wc nya gak fungsi bau nya keluar ac nya dingin berisik gak ain handuk,neut
nyaman bersih hanya kurang ac nya kurang dingin,neg
kondisi toilet kurang bersih closet rusak lingkung berisik,neg
nyaman layan cman box airy yg berisikam snack kosong,pos
hahakeliatan kolam renang besargk tau buat anak kali yanaik tangga lagikamarnya cukup luas bersihcuma air kamar mandi kecil shower digantiwifi gak adadapat kamar lt naik tanggabawa barang ngosan cuma untung mana dekat,neg
kamar besar enaktapi kurang bersih kasurnyadan kamar mandi bau,neg
complimentary nya sesuai sebut noodle fresh milk snack nyata semua snack ribu pcs colok utk air panas rusak kulkas kurang dingin wifinya lambat bgt hot water kurang fungsi air asa dingin utk bersih bed room kamar mandi,neg
lumayan bagus asa aman cmn ac kurang dingin aja salam,neg
tempat nyaman layan baik tp check in receptionist siap terima tamu airy roomsperalatan mandi mineral water snacks khas airy rooms ada sama sekali kamar,neg
fasilitas tapi kurang layan,neg
tv nya oke gambar nya banyak semua shower nya fungsi normal masih keluar air dingin bersih standartnya perabot furniture kes old awat,neg
khas airy murah tp banyak bekas bercak bantal kasurbikin ga nyaman harga segitu juga ga harap lebih tp baik kebesihan yg utama,pos
wifi nya jeleeeeeeeek,neut
air bau banget lantai kotor bisa buat solat,neg
kamar nyaman staffnya bawah berisik,pos
ada air panas mandi,neg
layan baik,neg
layan kurang,neg
kamar luas bersih kamar mandi kurang awat sarap banyak variasi lokasi pinggir jalan dekat mini market,neg
kamar kurang bersih sprei kotor handuk tidak layak pakai,neg
kamar lucu layan kurang muas jam jam chek out sudah riak luar kamar chek out chek out walaupun mungkin bukan saya saya jadi nyaman laku itu,neg
butuh harum ruang baik ac,pos
fasilitas lengkap bersih tempat tidur bantal selimut sprei perhati lumayan kotor,neg
ac dingintidak sedia selimut,neg
sangat kecewa tempat nya susah d cari kamar mandi pengap bau ac dingin tetes lebih milik nya sangat amat sopan cocok jadi milik inap kayak rem pasar tambah kemarin kamar tangg,neg
cuma air panas yg bermasalahair panas shower lbh dingin n lbh ga jls banding wastafel,neut
baik tingkat dari segi bersih kamar mandi,neg
kamar bersih ac dingin layan ramah yang kurang air panas kurang fungsi halaman asri,neg
receptionist sangat ramah kamar bersih wangi fasilitas lengkap harga yg sgt jangkau menu makan yg pes jg dg harga yg jangkau mungkin fasilitas wifi perlu baik karna bisa pakai,neg
harga mahal kamar kotor ac perlu waktu lama buat dingin tidal lift,neut
wifi sampai tiap kamar itu oke,neg
semua bagus sesuai profiledan harga promo suite nya jg sangat murahkomplain cuma water heater yg kamar tidak keluar air keluar kecil,neg
bersih kamar perlu baik bau pesing mungkin tamu nya yg bawa anak balita,neg
tv nya kali baik,pos
selimut handuk kerak kotor,neut
kesan jajan amenities nya lengkap keren saja hptel kerja sama sangat kurang saat kesini ada tisu toilet air termos bau gula keras creamer keras seperti lama sekali ganti balkon jarang bersih jadi debu,neg
room sesuai gambar lampu kamar redup kamar mndi jg redup lampu wifinya g dn kamar pengap,neg
sama teman inap beberapa kamar airy handuk yg bau lorong tuju kamar bau rokok selimut yg kotor bantal airy biru bau keringat tempat makan outdoor tidak bebas rokok padahal banyak anakanak wifi banget,neg
ac panas sampe narik kasur k ruang tv kulkas jg gg dingin teko listrik ga panas,neut
kotor kamar kamar mandi di laci kamat banyak puntung abu rokok yg bersih,neg
ada cemilannya ruang ada jendela,neg
kamar kotorrr berdebuseperti lama kosong n bersih keset kaki ga adawater heater air panas sedikitbaru pake mandi org udh abis pintu wc ga bs tutup ga kunci room service ditelp ga dtgga lift lt,neg
kamar nya enak smuanya bagustp udh hari pasti deh wifinya matipdhal udh sering nginep dsni yg suka hotel wifinya gk lot,neg
kamar ckp luas nyaman saja kurang nya selimut bantal kotor tidak sedia keset,neg
kamar luas bersih staff nya ramahdari hotel cukup puas box mill ariy nya kata kerja hotel suda email pusat ariy blm ada tanggap ariy ariy direspon dgn cepat jangan inap kecewa,neg
proses check in cepat kamar bersih sedia air hangat saya inap wifi sedang mati tv bisa nyala,neg
kamar nyaman acnya berbunyilantai kamar kurang bersih makan unuk sarap enak terima kasih airy,neg
showernya mati hotel kotor,neut
kamar bau air toilet kecil very bad,neut
ac dingin fasilitas hotel bagus,neg
furniturenya bgs sayang lift blm dipake kamar kurang bersih kamar mandi sampe tumbuh jamur tp overall lumayan lah dgn harga segitu,neg
over all good pada kamar kamar mandi bau kurang sedap,neg
pertama akhir booking via airy diberitahu o resepsionis jadi overbooking via airy tdk konfirmasi alhasil saya harus bayar biaya tambah upgrade kamar saya tolak akhir kamar lt lift remote ac tv ambil o pihak hotel besok check out listrik mati tiba,neut
tempat nyaman strategis dgn tmpt wisata jatim park bns air panas nya kadang gak nyala saat sy inap sedang renovasi jd berisik tp overall baik,pos
strategis sayang bersih tempat tidur kurang lebih sesuai harga,neg
kali kecewa kamar byk nyamuk gak dpt alat mandi sm snack compliment sprti biasa smg bs baik,pos
lumayan muas sedikit bagi kamar rusak kotor mungkin sempat baik,neg
pertama msuk kamar bau sm kamar mandi bau bgt trus kotor laci kecoa jalan kepala ntah mana masuk trus air mimum klo minta baru kasih itu satu sm suami dr pagike mlam gila maw jd apa ginjal awak klo minum air botol aqua doanktlong yach airy kasih layan yg baik jgn uangnyakepuasan pelang yg utama,pos
toilet bau ngak pernah sikat chanel tv kurang kmar sempit trus bebas yg bukan pasang nya,neg
standar nyaman cuma keset kaki wc gak jadi kotor kamar,pos
layan kurang kalau lebih tingkat untuk fasilitas,neg
sangat sempit kamar mandi kotor banyak kecoa,neut
kanar kotor bekas sampah plastik dalam kamar,neut
over all okey cuma ac nya yg kurang dingin jadi gerah banget,neg
ac panas front desk ramah kasur banyak pasir bau rokok,neg
kamar oke fasilitas oke kasur keras mungkin lebih perhati bersih,neg
kali saya kamar bau kencing bantal airy yg warna biru itu asa bau kurang nyaman jadi sangat beda belum,neg
bagus sesuai expectasi ac kurang dingin mgkn butuh servis,neg
kamar tdk jendela ac kurang dingin sepreibantal berdebusemalaman hidung jg gatelkamar kecilbreakfast ala kadarnyaok utk tidur mlm wifi nya kenceng soalny dpt kmr deket router wifi thanks utk snack complimentaryny,neg
peayanan baik kamar mandi kurang awat selimut kusam,neg
tvnya mati,neut
layan baik kamar nyaman cuman sayang bau rokok kamar,pos
kamar bagus jangkau mudah fasilitas kamar tingkat televisi guna remot kontrol fungsi baik,neg
hot water showernya gak brand produk airy gak snack tas paket alat mandi airy gak kamar gak bersih,neut
air panas ga adalalu baik beri lobang tidak banjirdidepan kamar mandi tolong ikan lap kakitv jg beri remot yaacnya ga dingin,neg
ac fungsi baik gerah,neg
grand deluxe ltdasar kamar luas toilet luas aroma kurang enak kalau pertama buka air,neg
mudah cari kamar lebih sempit yg bayang air panas fungsi sarap baik overall kalo cuma malam gak masalah,neg
u layan airy mantap free snack box kamar u hotel kecil pengap butuh harum ruang sedikit segar lain bagus,pos
sj ac nya kurang dinging ad sendalnyasemuanya nyaman bersih nyamantapi knp jakut sedikit hotel airy nya,neg
aman nyaman ac kurang dingin,neg
bantal bau,neut
bangun lama bau apek tempat susah cari,neut
nyaman kurang karen air panas maksimalsuara gaduh luar sering trdengardan suaraaktivitas ttgg sblah kamar trdengarkrn dinding dr triplek smg segera perbaikantrimakasih,neg
air putih dpt gratis fasilitas air ada yg hot ada panas air kamar kondisi bau awal kira psanan lwat air room dpt kamar sesuai gmbr yg tampil nyata,neg
layan ramah kamar nya dingin cuma air mandi kurang panas,neg
bersih tempat cuman selimut kurang tebal,neg
kamar bersih alat sedia layan lumayan baik cepat tempat tidur brrsih shower tdk pada lantai tempat ada air mya kecil tdk pada utk mandi pagi jam salur air seluar bau tidk sedap pagi hari,pos
ada hot water buat mandi kasihan sikecil mandi pakai air hangat,neut
kamar emg bener sih luas untuk kamar mandi haduh bau nya ga nguatin entah salur apa mmg bau banget sampe bain beli stella karena satu kamar bau kamar mandi semua air panas tdk kerja kali nginap situ kamar beda sama aja kamar mandi tetap bau,neut
kamar nyaman wifi sampai kamar mungkin letak spot wifi dekat kamar sar,neg
kamar yg pesan sesuai krn miskom pihak hotel airy rooms trus air panas mandi tidak sedia mohon baik layan nyaman langgan trims,neg
maaf keluarga kecewa inap sini gara selimut kena tumpah susu anak kena ces rb pdhl inap malam ambil kamar ini jera dan kapok utk inap sini terimakasih,neut
kamar hotel kurang bersih udh gt sepi unjung ga tau deh jd aga horor sebenernya fasilitas tempat enak bgt aj sih yg perlu tingkat,neg
layan sangatttt senang hotel ybs rekomendasi airy lambat layan senyum greetings,neg
lumayan saja kalau malam air kurang kencang air panas asa,neg
kamar rapih layan muas pintu kamar mandi water heater perlu baik,pos
bagus kamar layan jg bagus kurang channel tv kabel sedikit,neg
bagus suasana enak strategis cuman wifinya kurang lancar sama flush air kamar mandi ngadat,neg
kamar acnya kurang dingin air shower kamar mandi alir kecil air kamar mandi guna air hangat ada air panas dingin saya percaya management hotel bisa segera baik,neg
kamar cukup luas lokasi strategis dkt kampus mall tempag makan kamar mandi kotor d,neut
kamar kotor ada lengkap snack mandi airy,neg
ada kesan dapat paket airy upa snack dan sedia handuk kamar debu,neg
kamar mandi bersih kurang wangi,neg
kamar kotor,neut
overall baik ac kurang dingin,neg
bersih wc nya perlu perhati,neut
layak hotel inap airy room yg kenal bersih nyaman harga lumayan standar kita dar numpang tidur lebih baik prrbaiki dulu deh manajemen terimabkasih,neg
bersih kamar jaga pelayannanya baik,neg
